NoB; FPS; CoC
18;60;3
18;60;2
18;60;5
19;60;7
19;60;6
19;60;8
20;60;7
20;60;6
20;60;12
21;60;10
21;60;13
21;60;13
22;60;15
22;60;15
22;60;17
23;60;16
23;60;22
23;60;21
24;60;24
24;60;23
24;60;17
25;60;17
25;60;19
25;60;28
26;60;31
26;60;37
26;60;24
27;60;27
27;60;25
27;60;27
28;60;24
28;60;31
28;60;30
29;60;33
29;60;37
29;60;43
30;60;48
30;60;54
30;60;51
31;60;50
31;60;47
31;60;43
32;60;40
32;60;43
32;60;48
33;60;40
33;60;40
33;60;44
34;60;46
34;60;50
34;60;53
35;60;45
35;60;46
35;60;44
36;60;47
36;60;41
36;60;41
37;60;43
37;60;39
37;60;44
38;60;41
38;60;43
38;60;47
39;60;45
39;60;43
39;60;34
40;60;39
40;60;36
40;60;37
41;60;27
41;60;27
41;60;30
42;60;37
42;60;35
42;60;32
43;60;28
43;60;31
43;60;33
44;60;35
44;60;41
44;60;34
45;60;39
45;60;36
45;60;39
46;60;46
46;60;52
46;60;46
47;60;51
47;60;49
47;60;47
48;60;49
48;60;54
48;60;50
49;60;51
49;60;52
49;60;56
50;60;59
50;60;55
50;60;59
51;60;58
51;60;54
51;60;50
52;60;55
52;60;63
52;60;60
53;60;71
53;60;84
53;60;63
54;60;74
54;60;61
54;60;64
55;60;60
55;60;62
55;60;57
56;60;71
56;60;63
56;60;61
57;60;65
57;60;67
57;60;65
58;60;59
58;60;66
58;60;69
59;60;71
59;60;70
59;60;75
60;60;83
60;60;69
60;60;71
61;60;74
61;60;78
61;60;81
62;60;89
62;60;103
62;60;112
63;60;111
63;60;103
63;60;97
64;60;76
64;60;83
64;60;84
65;60;92
65;60;88
65;60;79
66;60;95
66;60;101
66;60;101
67;60;81
67;60;78
67;60;99
68;60;110
68;60;100
68;60;90
69;60;78
69;60;71
69;60;82
70;60;104
70;60;113
70;60;115
71;60;116
71;60;97
71;60;102
72;60;114
72;60;118
72;60;121
73;60;138
73;60;129
73;60;125
74;60;125
74;60;125
74;60;120
75;60;130
75;60;155
75;60;156
76;60;156
76;60;150
76;60;144
77;60;145
77;60;145
77;60;153
78;60;148
78;60;147
78;60;145
79;60;168
79;60;179
79;60;182
80;60;183
80;60;174
80;60;168
81;60;179
81;60;172
81;60;169
82;60;186
82;60;187
82;60;177
83;60;167
83;60;154
83;60;148
84;60;165
84;60;175
84;60;179
85;60;196
85;60;186
85;60;175
86;60;194
86;60;196
86;60;199
87;60;216
87;60;223
87;60;194
88;60;197
88;60;200
88;60;214
89;60;224
89;60;215
89;60;219
90;60;202
90;60;191
90;60;224
91;60;241
91;60;248
91;60;224
92;60;236
92;60;218
92;60;232
93;60;229
93;60;211
93;60;218
94;60;225
94;60;243
94;60;271
95;60;242
95;60;263
95;60;252
96;60;249
96;60;272
96;60;277
97;60;294
97;60;292
97;60;270
98;60;273
98;60;270
98;60;273
99;60;283
99;60;287
99;60;293
100;60;297
100;60;301
100;60;286
101;60;297
101;60;291
101;60;292
102;60;298
102;60;309
102;60;311
103;60;299
103;60;306
103;60;318
104;60;310
104;60;311
104;60;300
105;60;302
105;60;306
105;60;308
106;60;308
106;60;312
106;60;295
107;60;290
107;60;286
107;60;286
108;60;312
108;60;314
108;60;297
109;60;305
109;60;321
109;60;316
110;60;300
110;60;298
110;60;289
111;60;293
111;60;285
111;60;295
112;60;292
112;60;274
112;60;271
113;60;269
113;60;288
113;60;292
114;60;297
114;60;323
114;60;307
115;60;297
115;60;307
115;60;307
116;60;316
116;60;320
116;60;309
117;60;312
117;60;336
117;60;325
118;60;336
118;60;340
118;60;336
119;60;345
119;60;341
119;60;353
120;60;350
120;60;364
120;60;352
121;60;362
121;60;361
121;60;373
122;60;402
122;60;412
122;60;410
123;60;425
123;60;431
123;60;438
124;60;456
124;60;443
124;60;419
125;60;409
125;60;409
125;60;414
126;60;400
126;60;396
126;60;394
127;60;418
127;60;438
127;60;436
128;60;418
128;60;413
128;60;412
129;60;409
129;60;406
129;60;393
130;60;388
130;60;399
130;60;435
131;60;459
131;60;458
131;60;451
132;60;453
132;60;453
132;60;450
133;60;481
133;60;484
133;60;478
134;60;475
134;60;483
134;60;486
135;60;478
135;60;483
135;60;478
136;60;497
136;60;498
136;60;494
137;60;469
137;60;474
137;60;473
138;60;465
138;60;468
138;60;462
139;60;444
139;60;457
139;60;477
140;60;493
140;60;500
140;60;484
141;60;496
141;60;487
141;60;504
142;60;529
142;60;530
142;60;524
143;60;531
143;60;533
143;60;495
144;60;497
144;60;509
144;60;511
145;60;513
145;60;511
145;60;512
146;60;491
146;60;489
146;60;481
147;60;491
147;60;496
147;60;499
148;60;493
148;60;488
148;60;492
149;60;504
149;60;523
149;60;525
150;60;523
150;60;535
150;60;542
151;60;558
151;60;569
151;60;533
152;60;537
152;60;549
152;60;554
153;60;544
153;60;543
153;60;551
154;60;553
154;60;548
154;60;555
155;60;574
155;60;582
155;60;588
156;60;574
156;60;569
156;60;566
157;60;601
157;60;590
157;60;602
158;60;602
158;60;610
158;60;607
159;60;607
159;60;584
159;60;596
160;60;609
160;60;616
160;60;616
161;60;621
161;60;608
161;60;597
162;60;600
162;60;624
162;60;628
163;60;636
163;60;632
163;60;626
164;60;623
164;60;619
164;60;602
165;60;611
165;60;585
165;60;581
166;60;596
166;60;601
166;60;600
167;60;620
167;60;610
167;60;582
168;60;604
168;60;638
168;60;656
169;60;656
169;60;668
169;60;667
170;60;678
170;60;690
170;60;678
171;60;691
171;60;682
171;60;684
172;60;680
172;60;686
172;60;708
173;60;734
173;60;758
173;60;748
174;60;728
174;60;735
174;60;742
175;60;727
175;60;734
175;60;732
176;60;717
176;60;720
176;60;739
177;60;753
177;60;744
177;60;754
178;60;765
178;60;769
178;60;779
179;60;784
179;60;794
179;60;778
180;60;780
180;60;776
180;60;757
181;60;773
181;60;760
181;60;759
182;60;744
182;60;762
182;60;768
183;60;780
183;60;787
183;60;808
184;60;816
184;60;823
184;60;817
185;60;827
185;60;816
185;60;817
186;60;816
186;60;821
186;60;825
187;60;794
187;60;780
187;60;801
188;60;788
188;60;799
188;60;823
189;60;806
189;60;815
189;60;798
190;60;778
190;60;783
190;60;778
191;60;762
191;60;782
191;60;783
192;60;783
192;60;795
192;60;798
193;60;759
193;60;763
193;60;795
194;60;835
194;60;857
194;60;863
195;60;858
195;60;849
195;60;841
196;60;804
196;60;810
196;60;817
197;60;811
197;60;813
197;60;821
198;60;810
198;60;857
198;60;841
199;60;829
199;60;847
199;60;843
200;60;851
200;60;878
200;60;892
201;60;893
201;60;899
201;60;883
202;60;865
202;60;863
202;60;860
203;60;849
203;60;850
203;60;864
204;60;899
204;60;888
204;60;888
205;60;900
205;60;917
205;60;906
206;60;920
206;60;915
206;60;883
207;60;892
207;60;924
207;60;925
208;60;959
208;60;948
208;60;957
209;60;956
209;60;973
209;60;981
210;60;977
210;60;983
210;60;966
211;60;972
211;60;967
211;60;971
212;60;957
212;60;968
212;60;973
213;60;997
213;60;1046
213;60;1053
214;60;1026
214;60;1019
214;60;1003
215;60;1025
215;60;1020
215;60;1015
216;60;1011
216;60;1021
216;60;1025
217;60;1036
217;60;1029
217;60;1026
218;60;1037
218;60;1018
218;60;1014
219;60;1018
219;60;1006
219;60;1024
220;60;1020
220;60;1050
220;60;1056
221;60;1045
221;60;1050
221;59;1042
222;60;1050
222;60;1042
222;60;1034
223;60;1044
223;60;1020
223;60;1040
224;60;1039
224;60;1053
224;60;1074
225;60;1064
225;60;1068
225;59;1050
226;59;1056
226;60;1054
226;60;1060
227;60;1056
227;60;1053
227;60;1063
228;60;1069
228;60;1082
228;60;1082
229;60;1090
229;60;1104
229;60;1100
230;60;1072
230;60;1076
230;60;1084
231;60;1101
231;60;1124
231;60;1143
232;60;1129
232;60;1114
232;60;1094
233;60;1104
233;60;1122
233;60;1103
234;60;1116
234;60;1165
234;60;1169
235;60;1160
235;60;1123
235;60;1113
236;60;1130
236;60;1142
236;60;1137
237;60;1131
237;60;1154
237;60;1124
238;60;1152
238;60;1132
238;60;1160
239;60;1187
239;60;1161
239;60;1159
240;60;1163
240;60;1166
240;60;1154
241;60;1153
241;60;1170
241;60;1166
242;60;1197
242;60;1209
242;60;1205
243;60;1212
243;60;1255
243;60;1236
244;60;1229
244;60;1227
244;60;1209
245;60;1229
245;60;1213
245;60;1229
246;60;1223
246;60;1210
246;60;1208
247;60;1228
247;60;1233
247;60;1245
248;60;1238
248;60;1246
248;60;1289
249;60;1283
249;60;1246
249;60;1213
250;59;1210
250;59;1219
250;59;1233
251;59;1259
251;59;1269
251;59;1269
252;59;1298
252;59;1274
252;59;1239
253;59;1249
253;59;1264
253;59;1260
254;59;1281
254;59;1306
254;60;1294
255;60;1295
255;60;1299
255;60;1297
256;60;1293
256;60;1304
256;60;1305
257;60;1327
257;60;1333
257;60;1301
258;60;1283
258;60;1284
258;60;1285
259;60;1256
259;60;1267
259;60;1267
260;60;1289
260;60;1307
260;60;1293
261;60;1318
261;60;1312
261;60;1316
262;60;1315
262;60;1321
262;60;1348
263;60;1328
263;60;1349
263;60;1360
264;60;1336
264;60;1360
264;60;1372
265;60;1371
265;60;1365
265;60;1369
266;60;1383
266;60;1393
266;60;1397
267;60;1405
267;60;1412
267;60;1407
268;60;1402
268;60;1398
268;60;1406
269;60;1396
269;60;1395
269;60;1404
270;60;1406
270;60;1414
270;60;1441
271;60;1411
271;60;1414
271;60;1415
272;60;1423
272;60;1418
272;60;1448
273;60;1413
273;60;1399
273;60;1380
274;60;1413
274;60;1424
274;60;1431
275;60;1427
275;60;1442
275;60;1442
276;60;1423
276;60;1429
276;59;1439
277;59;1459
277;60;1434
277;60;1440
278;59;1421
278;59;1435
278;59;1456
279;59;1479
279;59;1481
279;59;1465
280;59;1484
280;59;1516
280;59;1507
281;59;1497
281;59;1494
281;59;1486
282;59;1462
282;59;1476
282;59;1490
283;59;1497
283;59;1527
283;59;1535
284;59;1491
284;59;1493
284;59;1473
285;59;1490
285;59;1492
285;59;1497
286;59;1488
286;59;1508
286;59;1512
287;59;1483
287;59;1470
287;59;1469
288;59;1501
288;59;1535
288;59;1532
289;59;1556
289;59;1580
289;59;1582
290;59;1583
290;59;1603
290;59;1600
291;59;1589
291;59;1620
291;59;1623
292;59;1623
292;59;1606
292;59;1581
293;59;1573
293;59;1561
293;59;1512
294;59;1508
294;59;1472
294;59;1483
295;59;1490
295;59;1519
295;59;1526
296;59;1526
296;59;1519
296;59;1564
297;59;1553
297;59;1544
297;59;1540
298;59;1509
298;59;1489
298;59;1485
299;59;1504
299;59;1555
299;59;1568
300;59;1574
300;59;1591
300;59;1571
301;59;1562
301;59;1589
301;59;1590
302;59;1602
302;59;1604
302;59;1610
303;59;1635
303;59;1596
303;59;1591
304;60;1622
304;60;1612
304;60;1617
305;60;1634
305;60;1663
305;60;1681
306;60;1689
306;60;1680
306;60;1648
307;60;1678
307;60;1694
307;60;1668
308;60;1661
308;60;1667
308;60;1655
309;60;1650
309;60;1671
309;60;1701
310;60;1712
310;60;1717
310;60;1729
311;60;1736
311;60;1711
311;60;1706
312;60;1695
312;60;1724
312;60;1743
313;60;1763
313;60;1779
313;60;1769
314;60;1737
314;60;1724
314;60;1696
315;60;1697
315;60;1687
315;60;1693
316;60;1705
316;60;1704
316;60;1705
317;60;1704
317;60;1711
317;60;1726
318;60;1737
318;60;1766
318;60;1771
319;60;1747
319;60;1760
319;60;1730
320;59;1725
320;59;1697
320;59;1724
321;59;1733
321;59;1734
321;59;1773
322;59;1732
322;59;1731
322;59;1749
323;59;1780
323;59;1783
323;59;1774
324;59;1804
324;59;1830
324;59;1828
325;59;1808
325;59;1795
325;59;1783
326;59;1805
326;59;1805
326;59;1788
327;59;1798
327;59;1771
327;59;1793
328;59;1828
328;59;1827
328;59;1798
329;59;1779
329;59;1785
329;59;1794
330;59;1787
330;59;1781
330;59;1778
331;59;1825
331;59;1845
331;59;1829
332;59;1845
332;59;1848
332;59;1823
333;59;1839
333;60;1826
333;60;1810
334;60;1855
334;60;1883
334;60;1898
335;60;1881
335;60;1895
335;60;1869
336;60;1888
336;60;1860
336;60;1829
337;60;1880
337;60;1877
337;60;1880
338;60;1893
338;60;1886
338;60;1880
339;60;1887
339;60;1888
339;60;1887
340;60;1900
340;60;1902
340;60;1872
341;60;1873
341;60;1823
341;60;1808
342;60;1816
342;60;1827
342;60;1838
343;60;1868
343;60;1876
343;60;1886
344;60;1897
344;60;1895
344;60;1895
345;60;1892
345;60;1904
345;60;1910
346;60;1936
346;60;1916
346;60;1925
347;60;1957
347;60;1938
347;60;1913
348;60;1932
348;60;1938
348;60;1961
349;60;1996
349;60;1985
349;60;1968
350;60;1984
350;60;1967
350;60;1977
351;60;1984
351;60;1985
351;60;1970
352;60;1975
352;60;1971
352;60;1985
353;60;1978
353;59;1988
353;59;1979
354;59;1990
354;58;2009
354;58;2009
355;58;2001
355;58;2020
355;58;1995
356;58;2000
356;58;1956
356;58;1957
357;58;1967
357;58;1994
357;58;1982
358;58;1977
358;58;1984
358;58;1981
359;58;2004
359;58;2005
359;58;2018
360;58;2044
360;58;2075
360;58;2078
361;58;2053
361;58;2038
361;58;2046
362;58;2047
362;58;2052
362;58;2014
363;58;2039
363;58;2052
363;58;2035
364;58;2033
364;58;2041
364;59;2020
365;59;2017
365;59;2004
365;58;2007
366;58;2007
366;59;2047
366;59;2066
367;59;2094
367;59;2075
367;59;2074
368;59;2083
368;58;2070
368;58;2079
369;58;2080
369;58;2104
369;58;2134
370;58;2156
370;58;2138
370;58;2135
371;58;2121
371;58;2084
371;58;2047
372;58;2071
372;58;2089
372;58;2095
373;58;2073
373;58;2061
373;58;2069
374;58;2075
374;57;2075
374;57;2078
375;56;2097
375;55;2121
375;55;2158
376;54;2165
376;54;2203
376;54;2210
377;53;2189
377;53;2148
377;53;2140
378;53;2129
378;53;2137
378;53;2165
379;53;2128
379;53;2129
379;54;2090
380;54;2115
380;53;2153
380;52;2188
381;52;2194
381;51;2179
381;51;2165
382;50;2205
382;50;2195
382;49;2188
383;49;2222
383;48;2210
383;48;2198
384;48;2208
384;48;2225
384;48;2223
385;48;2223
385;48;2192
385;48;2150
386;49;2126
386;49;2139
386;49;2137
387;50;2142
387;50;2114
387;51;2120
388;51;2128
388;52;2136
388;52;2117
389;52;2078
389;52;2106
389;52;2123
390;52;2102
390;52;2117
390;52;2108
391;52;2109
391;52;2121
391;52;2183
392;51;2198
392;51;2201
392;52;2195
393;53;2213
393;53;2170
393;54;2127
394;54;2108
394;54;2124
394;55;2118
395;56;2120
395;56;2141
395;57;2129
396;57;2145
396;57;2196
396;57;2227
397;57;2224
397;57;2258
397;57;2244
398;57;2235
398;57;2264
398;57;2277
399;57;2267
399;57;2279
399;57;2290
400;57;2299
400;57;2306
400;57;2310
401;57;2348
401;57;2341
401;57;2359
402;57;2350
402;57;2294
402;58;2302
403;58;2304
403;59;2300
403;59;2303
404;59;2300
404;59;2330
404;59;2323
405;59;2333
405;59;2329
405;59;2330
406;60;2317
406;60;2337
406;60;2360
407;60;2336
407;59;2356
407;59;2354
408;59;2369
408;59;2390
408;60;2380
409;60;2344
409;60;2351
409;60;2367
410;60;2391
410;60;2396
410;60;2380
411;60;2391
411;60;2417
411;60;2410
412;60;2447
412;60;2455
412;60;2472
413;60;2427
413;60;2438
413;60;2448
414;60;2442
414;60;2464
414;60;2487
415;60;2477
415;60;2484
415;60;2508
416;60;2512
416;60;2546
416;60;2584
417;60;2548
417;60;2547
417;60;2534
418;60;2554
418;60;2536
418;60;2561
419;60;2566
419;60;2590
419;60;2574
420;60;2612
420;60;2626
420;60;2612
421;59;2633
421;59;2634
421;59;2619
422;59;2611
422;59;2615
422;57;2592
423;57;2593
423;57;2581
423;57;2583
424;57;2569
424;57;2613
424;57;2560
425;57;2517
425;57;2523
425;57;2484
426;57;2486
426;57;2469
426;57;2433
427;57;2440
427;57;2462
427;57;2456
428;57;2455
428;57;2456
428;57;2472
429;57;2423
429;57;2436
429;57;2447
430;57;2441
430;57;2485
430;57;2472
431;57;2508
431;57;2504
431;57;2488
432;57;2499
432;58;2529
432;58;2522
433;58;2576
433;58;2594
433;58;2598
434;58;2589
434;60;2591
434;60;2584
435;60;2584
435;60;2561
435;60;2577
436;60;2592
436;60;2558
436;59;2597
437;58;2592
437;57;2627
437;57;2651
438;57;2650
438;57;2630
438;57;2634
439;57;2615
439;57;2621
439;57;2640
440;57;2603
440;57;2568
440;57;2580
441;57;2623
441;57;2633
441;57;2609
442;57;2595
442;57;2594
442;57;2587
443;57;2563
443;57;2528
443;57;2551
444;57;2590
444;57;2586
444;57;2586
445;57;2572
445;57;2580
445;57;2606
446;57;2614
446;57;2672
446;57;2685
447;57;2679
447;57;2651
447;57;2680
448;57;2701
448;57;2718
448;58;2730
449;59;2736
449;60;2722
449;60;2739
450;60;2727
450;60;2746
450;60;2784
451;60;2783
451;60;2807
451;60;2805
452;60;2832
452;60;2825
452;60;2811
453;60;2805
453;60;2788
453;60;2769
454;60;2780
454;60;2768
454;60;2767
455;60;2770
455;60;2739
455;60;2726
456;60;2711
456;60;2670
456;60;2697
457;60;2729
457;60;2728
457;60;2748
458;60;2751
458;60;2787
458;60;2830
459;60;2830
459;60;2848
459;60;2833
460;60;2847
460;60;2861
460;60;2846
461;60;2852
461;60;2863
461;60;2834
462;60;2831
462;60;2847
462;60;2865
463;60;2862
463;60;2836
463;60;2850
464;60;2836
464;60;2875
464;60;2894
465;60;2879
465;60;2877
465;60;2889
466;60;2885
466;60;2917
466;60;2903
467;60;2933
467;60;2949
467;60;2966
468;60;2970
468;60;2984
468;60;2953
469;59;2945
469;59;2919
469;59;2924
470;59;2950
470;59;2948
470;59;2962
471;59;2959
471;59;2929
471;59;2925
472;59;2948
472;59;2964
472;59;2949
473;59;2951
473;58;2958
473;56;2985
474;55;2977
474;54;3004
474;53;3009
475;52;3038
475;50;3014
475;49;3026
476;48;3064
476;48;3058
476;47;3044
477;46;3005
477;45;2870
477;44;2778
478;43;2646
478;42;2562
478;42;2332
479;41;2197
479;40;2117
479;40;1951
480;39;1877
480;39;1799
480;39;1705
481;38;1487
481;38;1347
481;38;1252
482;39;1194
482;39;1151
482;38;1106
483;38;982
483;38;961
483;39;908
484;40;867
484;40;877
484;41;854
485;42;821
485;42;822
485;42;770
486;43;762
486;43;757
486;44;736
487;44;768
487;45;812
487;46;813
488;46;799
488;47;874
488;47;925
489;48;930
489;48;989
489;49;1054
490;49;1114
490;50;1153
490;50;1162
491;50;1214
491;51;1251
491;50;1300
492;50;1327
492;50;1330
492;50;1351
493;50;1424
493;50;1451
493;50;1486
494;50;1522
494;50;1607
494;50;1671
495;50;1697
495;50;1735
495;50;1770
496;50;1765
496;51;1829
496;51;1859
497;51;1938
497;52;2038
497;52;2088
498;53;2084
498;53;2078
498;53;2137
499;53;2127
499;54;2180
499;54;2146
500;55;2141
500;55;2187
